,date,target,insult,tweet
193,8/8/2015,fox-news,only Fox News is consistantly fighting the Trump win,"Almost universal support that ""Trump won the debate."" Only @FoxNews is consistantly fighting the Trump win, and I got them the ratings!"
194,8/9/2015,red-state,small crowds,"Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money"
195,8/9/2015,erick-erickson,a major sleaze and buffoon,"Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money"
196,8/9/2015,carly-fiorina,"if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache","I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!"
197,8/9/2015,carly-fiorina,has zero chance,"I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!"
198,8/9/2015,fox-news,other networks seem to treat me so much better than Fox News,"It amazes me that other networks seem to treat me so much better than @FoxNews. I brought them the biggest ratings in history, & I get zip!"
199,8/10/2015,jeb-bush,no more Bushes,Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC
200,8/10/2015,george-w-bush,no more Bushes,Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC
201,8/10/2015,george-h-w-bush,no more Bushes,Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC
202,8/11/2015,rand-paul,truly weird,Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!
203,8/11/2015,rand-paul,reminds me of a spoiled brat without a properly functioning brain,Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!
204,8/11/2015,illegal-immigration,crime and killing machine,We must stop the crime and killing machine that is illegal immigration. Rampant problems will only get worse. Take back our country!
205,8/11/2015,rand-paul,Why is @RandPaul allowed to take advantage of the people of Kentucky,Why is @RandPaul allowed to take advantage of the people of Kentucky by running for Senator and Pres. Why should Kentucky be back up plan?
206,8/11/2015,iran-deal,is a catastrophe,The #IranDeal is a catastrophe that must be stopped. Will lead to at least partial world destruction & make Iran a force like never before.
207,8/11/2015,iran-deal,will lead to at least partial world destruction,The #IranDeal is a catastrophe that must be stopped. Will lead to at least partial world destruction & make Iran a force like never before.
208,8/13/2015,associated-press,should change their fraudulent story,.@AP and @HuffingtonPost should change their fraudulent story to say THAT I DROPPED @NBC & The Apprentice to run for President!
209,8/13/2015,huffington-post,should change their fraudulent story,.@AP and @HuffingtonPost should change their fraudulent story to say THAT I DROPPED @NBC & The Apprentice to run for President!
210,8/17/2015,politicians,incompetent,The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2
211,8/17/2015,politicians,we are all tired [of them],The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2
212,8/17/2015,bad-deals,we are all tired [of them],The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2
213,8/17/2015,george-will,wrong on so many subjects,Why does @FoxNews keep George Will as a talking head? Wrong on so many subjects!
214,8/21/2015,abc-politics,LIE,"@ABCPolitics must apologize. My statement ""we're going to get them out so fast, so quick"" applied to hard core criminals & gang members. LIE"
215,8/21/2015,tom-llamas,cannot report the news truthfully,.@TomLlamasABC cannot report the news truthfully. Why not apologize for your fraudulent story on World News Tonight.Gang members & criminals
216,8/21/2015,tom-llamas,fraudulent story,.@TomLlamasABC cannot report the news truthfully. Why not apologize for your fraudulent story on World News Tonight.Gang members & criminals
217,8/21/2015,world-news-tonight,bad reporting,.@WNTonight please correct your story tonight. The public is fed-up with bad reporting for the sake of sensationalizing something!
218,8/22/2015,politico,covers me more inaccurately than any other media source,".@politico covers me more inaccurately than any other media source, and that is saying something. They go out of their way to distort truth!"
219,8/22/2015,politico,go out of their way to distort truth!,".@politico covers me more inaccurately than any other media source, and that is saying something. They go out of their way to distort truth!"
220,8/22/2015,bernie-sanders,can't even defend his own microphone,How is Bernie Sanders going to defend our country if he can't even defend his own microphone? Very sad!
221,8/22/2015,bernie-sanders,Very sad!,How is Bernie Sanders going to defend our country if he can't even defend his own microphone? Very sad!
222,8/22/2015,jeb-bush,weak on illegal immigration,"Jeb Bush is weak on illegal immigration, in favor of common core, bad on women's health issues and thinks the Iraq war was a good thing."
223,8/22/2015,jeb-bush,bad on women's health issues,"Jeb Bush is weak on illegal immigration, in favor of common core, bad on women's health issues and thinks the Iraq war was a good thing."
224,8/22/2015,jeb-bush,just can't get it right!,Jeb Bush has a photoshopped photo for an ad which gives him a black left hand and much different looking body. Jeb just can't get it right!
225,8/25/2015,megyn-kelly,really off her game,".@megynkelly must have had a terrible vacation, she is really off her game. Was afraid to confront Dr. Cornel West. No clue on immigration!"
226,8/25/2015,george-pataki,did a terrible job,".@GovernorPataki did a terrible job as Governor of New York. If he ran again, he would have lost in a landslide. He and Graham ZERO in polls"
227,8/31/2015,anthony-weiner,perv,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info"
228,8/31/2015,anthony-weiner,sleazebag,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info"
229,8/31/2015,huma-abedin,was a major security risk,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info"
230,9/1/2015,jeb-bush,a failing campaign,Yet another weak hit by a candidate with a failing campaign. Will Jeb sink as low in the polls as the others who have gone after me?
231,9/2/2015,karl-rove,spent $430 million and lost ALL races,Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election
232,9/2/2015,karl-rove,dope,Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election
233,9/2/2015,karl-rove,dopey,"Every Poll has me winning BIG.If you listen to dopey Karl Rove, a Trump hater, on @oreillyfactor, you would think I'm doing poorly. @FoxNews"
234,9/2/2015,iran-deal,terrible,A terrible deal with Iran! https://t.co/dHDFOG3tfp
235,9/3/2015,iran-deal,one of the most incompetent ever made,The deal with Iran will go down as one of the most incompetent ever made. The U.S. lost on virtually every point. We just don't win anymore!
236,9/5/2015,meghan-mccain,terrible,".@MeghanMcCain was terrible on @TheFive yesterday. Angry and obnoxious, she will never make it on T.V. @FoxNews can do so much better!"
237,9/5/2015,meghan-mccain,Angry,".@MeghanMcCain was terrible on @TheFive yesterday. Angry and obnoxious, she will never make it on T.V. @FoxNews can do so much better!"
238,9/5/2015,meghan-mccain,obnoxious,".@MeghanMcCain was terrible on @TheFive yesterday. Angry and obnoxious, she will never make it on T.V. @FoxNews can do so much better!"
239,9/5/2015,meghan-mccain,she will never make it on T.V.,".@MeghanMcCain was terrible on @TheFive yesterday. Angry and obnoxious, she will never make it on T.V. @FoxNews can do so much better!"
240,9/5/2015,hugh-hewitt,Very low ratings,"Very low ratings radio host Hugh Hewitt asked me about Suleiman, Abu Bake al-Baghdad, Hassan Nasrallah and more - typical ""gotcha"" questions"
241,9/5/2015,hugh-hewitt,just a 3rd rate 'gotcha' guy!,"Why would a very low ratings radio talk show host like Hugh Hewitt be doing the next debate on @CNN. He is just a 3rd rate ""gotcha"" guy!"
242,9/5/2015,hillary-clinton,Just can't read speeches!,"Hillary said such nasty things about me, read directly off her teleprompter...but there was no emotion, no truth. Just can't read speeches!"
243,9/5/2015,hillary-clinton,100% CONTROLLED,"Remember that I am self-funding my campaign. Hillary, Jeb and the rest are spending special interest and lobbyist money.100% CONTROLLED"
244,9/5/2015,jeb-bush,100% CONTROLLED,"Remember that I am self-funding my campaign. Hillary, Jeb and the rest are spending special interest and lobbyist money.100% CONTROLLED"
245,9/6/2015,club-for-growth,phony,"The phony Club For Growth, which asked me in writing for $1,000,000 (I said no), is now wanting to do negative ads on me. Total hypocrites!"
246,9/6/2015,club-for-growth,Total hypocrites!,"The phony Club For Growth, which asked me in writing for $1,000,000 (I said no), is now wanting to do negative ads on me. Total hypocrites!"
247,9/6/2015,iran-deal,horrible,"I will be in Washington D.C. on Wednesday,1 P.M.,in front of the Capitol, to protest the horrible and incompetent deal being made with Iran."
248,9/6/2015,iran-deal,incompetent,"I will be in Washington D.C. on Wednesday,1 P.M.,in front of the Capitol, to protest the horrible and incompetent deal being made with Iran."
249,9/7/2015,iran-deal,incompetent,Both Washington D.C. and DALLAS are turning out to be really big events. D.C. is protest of incompetent Iran deal and Dallas is big speech!
250,9/7/2015,iran-deal,insane,Looking forward to being with @SenTedCruz at our big rally in D.C. on Wednesday (1:00 P.M. at the Capitol) to protest insane Iran nuke deal!
251,9/8/2015,iran-deal,truly stupid,Look forward to being in DC tomorrow—big crowd expected for our protest against the truly stupid nuclear deal we are making with Iran.
252,9/8/2015,karl-rove,easy to beat!,"Thank you @IngrahamAngle for your strength & wonderful words last night on @FoxNews, but @KarlRove is easy to beat!"
253,9/8/2015,jeb-bush,policies in Florida helped lead to its almost total collapse,Jeb’s policies in Florida helped lead to its almost total collapse. Right after he left he went to work for Lehman Brothers—wow!
